"booking_id";"pnr";"passenger_id";"flight_id";"seats";"total_price";"status";"booking_date"
4223;"PNR14223";424;458;6;588000.0;"CONFIRMED";"2026-06-04 08:23:00"
4224;"PNR14224";428;356;3;37500.0;"CONFIRMED";"2026-06-04 08:24:00"
4225;"PNR14225";440;405;2;12200.0;"CONFIRMED";"2026-06-04 08:25:00"
4226;"PNR14226";314;481;6;450000.0;"CONFIRMED";"2026-06-04 08:26:00"
4227;"PNR14227";441;185;2;25000.0;"CANCELLED";"2026-06-04 08:27:00"
4228;"PNR14228";315;78;3;204000.0;"CANCELLED";"2026-06-04 08:28:00"
4229;"PNR14229";408;455;2;196000.0;"CANCELLED";"2026-06-04 08:29:00"
4230;"PNR14230";363;464;1;42000.0;"CONFIRMED";"2026-06-04 08:30:00"
4231;"PNR14231";128;492;4;168000.0;"CONFIRMED";"2026-06-04 08:31:00"
4232;"PNR14232";358;118;3;90000.0;"CONFIRMED";"2026-06-04 08:32:00"
4233;"PNR14233";233;152;5;150000.0;"CONFIRMED";"2026-06-04 08:33:00"
4234;"PNR14234";181;145;3;294000.0;"CONFIRMED";"2026-06-04 08:34:00"
4235;"PNR14235";88;492;2;112000.0;"CONFIRMED";"2026-06-04 08:35:00"
4236;"PNR14236";385;158;4;20800.0;"CONFIRMED";"2026-06-04 08:36:00"
4237;"PNR14237";255;314;4;300000.0;"CONFIRMED";"2026-06-04 08:37:00"
4238;"PNR14238";5;9;1;6100.0;"PENDING";"2026-06-04 08:38:00"
4239;"PNR14239";143;284;3;18300.0;"CONFIRMED";"2026-06-04 08:39:00"
4240;"PNR14240";478;392;4;36000.0;"CANCELLED";"2026-06-04 08:40:00"
4241;"PNR14241";391;327;3;27000.0;"CONFIRMED";"2026-06-04 08:41:00"
4242;"PNR14242";276;144;5;340000.0;"CONFIRMED";"2026-06-04 08:42:00"
4243;"PNR14243";2;139;4;272000.0;"CONFIRMED";"2026-06-04 08:43:00"
4244;"PNR14244";271;128;4;168000.0;"PENDING";"2026-06-04 08:44:00"
4245;"PNR14245";143;82;6;36600.0;"CONFIRMED";"2026-06-04 08:45:00"
4246;"PNR14246";253;134;2;172000.0;"CANCELLED";"2026-06-04 08:46:00"
4247;"PNR14247";179;13;2;12200.0;"PENDING";"2026-06-04 08:47:00"
4248;"PNR14248";272;177;3;225000.0;"PENDING";"2026-06-04 08:48:00"
4249;"PNR14249";226;332;6;336000.0;"CONFIRMED";"2026-06-04 08:49:00"
4250;"PNR14250";121;15;2;12200.0;"CONFIRMED";"2026-06-04 08:50:00"
4251;"PNR14251";390;415;5;62500.0;"CONFIRMED";"2026-06-04 08:51:00"
4252;"PNR14252";126;12;2;136000.0;"CONFIRMED";"2026-06-04 08:52:00"
4253;"PNR14253";297;256;1;86000.0;"CANCELLED";"2026-06-04 08:53:00"
4254;"PNR14254";151;109;6;252000.0;"CONFIRMED";"2026-06-04 08:54:00"
4255;"PNR14255";148;492;6;54000.0;"CONFIRMED";"2026-06-04 08:55:00"
4256;"PNR14256";141;103;3;18300.0;"CONFIRMED";"2026-06-04 08:56:00"
4257;"PNR14257";121;199;2;49000.0;"CONFIRMED";"2026-06-04 08:57:00"
4258;"PNR14258";157;428;6;588000.0;"PENDING";"2026-06-04 08:58:00"
4259;"PNR14259";308;204;4;36000.0;"PENDING";"2026-06-04 08:59:00"
4260;"PNR14260";136;237;3;73500.0;"CONFIRMED";"2026-06-04 09:00:00"
4261;"PNR14261";128;465;3;66000.0;"PENDING";"2026-06-04 09:01:00"
4262;"PNR14262";459;413;5;490000.0;"CANCELLED";"2026-06-04 09:02:00"
4263;"PNR14263";233;361;4;300000.0;"CONFIRMED";"2026-06-04 09:03:00"
4264;"PNR14264";417;436;1;12500.0;"CONFIRMED";"2026-06-04 09:04:00"
4265;"PNR14265";347;321;6;31200.0;"PENDING";"2026-06-04 09:05:00"
4266;"PNR14266";310;214;2;25000.0;"CONFIRMED";"2026-06-04 09:06:00"
4267;"PNR14267";292;223;6;75000.0;"CONFIRMED";"2026-06-04 09:07:00"
4268;"PNR14268";488;34;5;340000.0;"CONFIRMED";"2026-06-04 09:08:00"
4269;"PNR14269";400;330;5;210000.0;"CONFIRMED";"2026-06-04 09:09:00"
4270;"PNR14270";251;198;3;37500.0;"CONFIRMED";"2026-06-04 09:10:00"
4271;"PNR14271";90;195;1;68000.0;"CANCELLED";"2026-06-04 09:11:00"
4272;"PNR14272";307;438;4;392000.0;"PENDING";"2026-06-04 09:12:00"
4273;"PNR14273";353;87;3;66000.0;"CONFIRMED";"2026-06-04 09:13:00"
4274;"PNR14274";92;192;2;196000.0;"CONFIRMED";"2026-06-04 09:14:00"
4275;"PNR14275";223;421;2;49000.0;"CONFIRMED";"2026-06-04 09:15:00"
4276;"PNR14276";408;347;3;73500.0;"CONFIRMED";"2026-06-04 09:16:00"
4277;"PNR14277";257;419;2;84000.0;"CONFIRMED";"2026-06-04 09:17:00"
4278;"PNR14278";437;474;2;112000.0;"CONFIRMED";"2026-06-04 09:18:00"
4279;"PNR14279";297;114;4;50000.0;"CONFIRMED";"2026-06-04 09:19:00"
4280;"PNR14280";28;287;6;252000.0;"CANCELLED";"2026-06-04 09:20:00"
4281;"PNR14281";422;164;1;4500.0;"CONFIRMED";"2026-06-04 09:21:00"
4282;"PNR14282";474;211;5;280000.0;"CONFIRMED";"2026-06-04 09:22:00"
4283;"PNR14283";161;289;6;588000.0;"CANCELLED";"2026-06-04 09:23:00"
4284;"PNR14284";137;445;6;36600.0;"CANCELLED";"2026-06-04 09:24:00"
4285;"PNR14285";445;487;6;75000.0;"CONFIRMED";"2026-06-04 09:25:00"
4286;"PNR14286";260;233;6;180000.0;"PENDING";"2026-06-04 09:26:00"
4287;"PNR14287";15;256;4;120000.0;"CONFIRMED";"2026-06-04 09:27:00"
4288;"PNR14288";257;99;2;25000.0;"CONFIRMED";"2026-06-04 09:28:00"
4289;"PNR14289";230;207;2;44000.0;"PENDING";"2026-06-04 09:29:00"
4290;"PNR14290";344;154;6;54000.0;"CANCELLED";"2026-06-04 09:30:00"
4291;"PNR14291";12;247;4;344000.0;"CONFIRMED";"2026-06-04 09:31:00"
4292;"PNR14292";489;374;4;224000.0;"CONFIRMED";"2026-06-04 09:32:00"
4293;"PNR14293";296;71;3;204000.0;"CONFIRMED";"2026-06-04 09:33:00"
4294;"PNR14294";22;182;2;196000.0;"CANCELLED";"2026-06-04 09:34:00"
4295;"PNR14295";366;207;1;75000.0;"PENDING";"2026-06-04 09:35:00"
4296;"PNR14296";380;64;1;4500.0;"PENDING";"2026-06-04 09:36:00"
4297;"PNR14297";419;157;4;98000.0;"PENDING";"2026-06-04 09:37:00"
4298;"PNR14298";179;95;1;12500.0;"CONFIRMED";"2026-06-04 09:38:00"
4299;"PNR14299";222;130;2;10400.0;"CONFIRMED";"2026-06-04 09:39:00"
4300;"PNR14300";402;394;3;37500.0;"PENDING";"2026-06-04 09:40:00"
4301;"PNR14301";334;393;6;36600.0;"CANCELLED";"2026-06-04 09:41:00"
4302;"PNR14302";268;34;3;55500.0;"CONFIRMED";"2026-06-04 09:42:00"
4303;"PNR14303";370;283;1;42000.0;"CANCELLED";"2026-06-04 09:43:00"
4304;"PNR14304";171;436;5;22500.0;"PENDING";"2026-06-04 09:44:00"
4305;"PNR14305";9;89;2;44000.0;"CONFIRMED";"2026-06-04 09:45:00"
4306;"PNR14306";114;210;4;120000.0;"CONFIRMED";"2026-06-04 09:46:00"
4307;"PNR14307";376;73;6;75000.0;"CANCELLED";"2026-06-04 09:47:00"
4308;"PNR14308";390;469;2;10400.0;"PENDING";"2026-06-04 09:48:00"
4309;"PNR14309";337;213;6;336000.0;"CONFIRMED";"2026-06-04 09:49:00"
4310;"PNR14310";448;445;4;20800.0;"CONFIRMED";"2026-06-04 09:50:00"
4311;"PNR14311";434;307;4;36000.0;"CONFIRMED";"2026-06-04 09:51:00"
4312;"PNR14312";146;145;3;66000.0;"PENDING";"2026-06-04 09:52:00"
4313;"PNR14313";241;176;2;9000.0;"CONFIRMED";"2026-06-04 09:53:00"
4314;"PNR14314";358;88;2;25000.0;"CONFIRMED";"2026-06-04 09:54:00"
4315;"PNR14315";328;69;5;22500.0;"CONFIRMED";"2026-06-04 09:55:00"
4316;"PNR14316";1;238;3;37500.0;"CONFIRMED";"2026-06-04 09:56:00"
4317;"PNR14317";165;301;2;150000.0;"CONFIRMED";"2026-06-04 09:57:00"
4318;"PNR14318";50;341;4;24400.0;"CONFIRMED";"2026-06-04 09:58:00"
4319;"PNR14319";102;294;2;196000.0;"CONFIRMED";"2026-06-04 09:59:00"
4320;"PNR14320";18;72;3;73500.0;"PENDING";"2026-06-04 10:00:00"
4321;"PNR14321";478;496;1;5200.0;"CANCELLED";"2026-06-04 10:01:00"
4322;"PNR14322";313;246;2;84000.0;"CONFIRMED";"2026-06-04 10:02:00"
4323;"PNR14323";140;2;6;36600.0;"CONFIRMED";"2026-06-04 10:03:00"
4324;"PNR14324";382;203;3;15600.0;"CONFIRMED";"2026-06-04 10:04:00"
4325;"PNR14325";438;87;6;75000.0;"CONFIRMED";"2026-06-04 10:05:00"
4326;"PNR14326";220;95;4;98000.0;"CONFIRMED";"2026-06-04 10:06:00"
4327;"PNR14327";76;182;3;27000.0;"PENDING";"2026-06-04 10:07:00"
4328;"PNR14328";176;480;1;9000.0;"CONFIRMED";"2026-06-04 10:08:00"
4329;"PNR14329";353;370;3;13500.0;"CONFIRMED";"2026-06-04 10:09:00"
4330;"PNR14330";263;467;2;44000.0;"PENDING";"2026-06-04 10:10:00"
4331;"PNR14331";214;180;2;44000.0;"CONFIRMED";"2026-06-04 10:11:00"
4332;"PNR14332";435;478;1;98000.0;"CONFIRMED";"2026-06-04 10:12:00"
4333;"PNR14333";127;402;5;45000.0;"CONFIRMED";"2026-06-04 10:13:00"
4334;"PNR14334";369;79;2;9000.0;"CONFIRMED";"2026-06-04 10:14:00"
4335;"PNR14335";207;145;2;150000.0;"CONFIRMED";"2026-06-04 10:15:00"
4336;"PNR14336";269;371;5;375000.0;"CONFIRMED";"2026-06-04 10:16:00"
4337;"PNR14337";252;487;1;22000.0;"CONFIRMED";"2026-06-04 10:17:00"
4338;"PNR14338";462;230;1;6100.0;"CONFIRMED";"2026-06-04 10:18:00"
4339;"PNR14339";220;96;2;60000.0;"CONFIRMED";"2026-06-04 10:19:00"
4340;"PNR14340";214;89;5;340000.0;"PENDING";"2026-06-04 10:20:00"
4341;"PNR14341";399;7;6;147000.0;"CONFIRMED";"2026-06-04 10:21:00"
4342;"PNR14342";37;246;4;120000.0;"CANCELLED";"2026-06-04 10:22:00"
4343;"PNR14343";120;4;4;20800.0;"CONFIRMED";"2026-06-04 10:23:00"
4344;"PNR14344";462;87;5;280000.0;"CONFIRMED";"2026-06-04 10:24:00"
4345;"PNR14345";193;335;1;42000.0;"CONFIRMED";"2026-06-04 10:25:00"
4346;"PNR14346";482;120;5;45000.0;"CANCELLED";"2026-06-04 10:26:00"
4347;"PNR14347";106;309;1;12500.0;"CONFIRMED";"2026-06-04 10:27:00"
4348;"PNR14348";7;220;3;225000.0;"CONFIRMED";"2026-06-04 10:28:00"
4349;"PNR14349";228;224;2;44000.0;"CANCELLED";"2026-06-04 10:29:00"
4350;"PNR14350";49;115;3;126000.0;"CONFIRMED";"2026-06-04 10:30:00"
4351;"PNR14351";480;48;6;588000.0;"PENDING";"2026-06-04 10:31:00"
4352;"PNR14352";327;253;4;50000.0;"CONFIRMED";"2026-06-04 10:32:00"
4353;"PNR14353";298;378;3;73500.0;"CANCELLED";"2026-06-04 10:33:00"
4354;"PNR14354";208;469;1;18500.0;"CONFIRMED";"2026-06-04 10:34:00"
4355;"PNR14355";159;236;3;225000.0;"CANCELLED";"2026-06-04 10:35:00"
4356;"PNR14356";236;348;1;86000.0;"CONFIRMED";"2026-06-04 10:36:00"
4357;"PNR14357";194;238;4;98000.0;"CANCELLED";"2026-06-04 10:37:00"
4358;"PNR14358";16;384;2;12200.0;"CANCELLED";"2026-06-04 10:38:00"
4359;"PNR14359";134;126;5;150000.0;"CANCELLED";"2026-06-04 10:39:00"
4360;"PNR14360";413;244;1;42000.0;"CONFIRMED";"2026-06-04 10:40:00"
4361;"PNR14361";130;482;2;44000.0;"CANCELLED";"2026-06-04 10:41:00"
4362;"PNR14362";327;379;3;55500.0;"PENDING";"2026-06-04 10:42:00"
4363;"PNR14363";31;403;5;280000.0;"CONFIRMED";"2026-06-04 10:43:00"
4364;"PNR14364";238;38;6;111000.0;"CONFIRMED";"2026-06-04 10:44:00"
4365;"PNR14365";490;422;2;172000.0;"CONFIRMED";"2026-06-04 10:45:00"
4366;"PNR14366";471;126;3;294000.0;"CONFIRMED";"2026-06-04 10:46:00"
4367;"PNR14367";404;386;1;56000.0;"CONFIRMED";"2026-06-04 10:47:00"
4368;"PNR14368";260;409;3;90000.0;"CANCELLED";"2026-06-04 10:48:00"
4369;"PNR14369";497;273;6;147000.0;"CONFIRMED";"2026-06-04 10:49:00"
4370;"PNR14370";485;385;6;588000.0;"CANCELLED";"2026-06-04 10:50:00"
4371;"PNR14371";405;397;2;18000.0;"PENDING";"2026-06-04 10:51:00"
4372;"PNR14372";190;73;5;340000.0;"CANCELLED";"2026-06-04 10:52:00"
4373;"PNR14373";122;188;4;392000.0;"CONFIRMED";"2026-06-04 10:53:00"
4374;"PNR14374";37;357;3;27000.0;"CONFIRMED";"2026-06-04 10:54:00"
4375;"PNR14375";381;493;3;66000.0;"PENDING";"2026-06-04 10:55:00"
4376;"PNR14376";401;491;4;74000.0;"CONFIRMED";"2026-06-04 10:56:00"
4377;"PNR14377";410;71;1;6100.0;"CONFIRMED";"2026-06-04 10:57:00"
4378;"PNR14378";460;68;2;172000.0;"CONFIRMED";"2026-06-04 10:58:00"
4379;"PNR14379";367;457;3;258000.0;"CANCELLED";"2026-06-04 10:59:00"
4380;"PNR14380";285;76;5;122500.0;"CANCELLED";"2026-06-04 11:00:00"
4381;"PNR14381";76;217;2;25000.0;"PENDING";"2026-06-04 11:01:00"
4382;"PNR14382";197;447;2;112000.0;"CONFIRMED";"2026-06-04 11:02:00"
4383;"PNR14383";212;341;6;147000.0;"CONFIRMED";"2026-06-04 11:03:00"
4384;"PNR14384";496;57;3;73500.0;"PENDING";"2026-06-04 11:04:00"
4385;"PNR14385";173;10;6;75000.0;"CANCELLED";"2026-06-04 11:05:00"
4386;"PNR14386";291;369;2;150000.0;"CONFIRMED";"2026-06-04 11:06:00"
4387;"PNR14387";24;439;1;98000.0;"CONFIRMED";"2026-06-04 11:07:00"
4388;"PNR14388";399;498;3;37500.0;"CONFIRMED";"2026-06-04 11:08:00"
4389;"PNR14389";319;160;5;122500.0;"PENDING";"2026-06-04 11:09:00"
4390;"PNR14390";429;199;6;75000.0;"CONFIRMED";"2026-06-04 11:10:00"
4391;"PNR14391";116;367;1;18500.0;"PENDING";"2026-06-04 11:11:00"
4392;"PNR14392";223;71;5;110000.0;"CANCELLED";"2026-06-04 11:12:00"
4393;"PNR14393";224;98;6;516000.0;"CONFIRMED";"2026-06-04 11:13:00"
4394;"PNR14394";484;474;3;225000.0;"CANCELLED";"2026-06-04 11:14:00"
4395;"PNR14395";29;321;3;225000.0;"PENDING";"2026-06-04 11:15:00"
4396;"PNR14396";184;485;5;62500.0;"CONFIRMED";"2026-06-04 11:16:00"
4397;"PNR14397";131;326;3;73500.0;"CONFIRMED";"2026-06-04 11:17:00"
4398;"PNR14398";313;285;3;15600.0;"CONFIRMED";"2026-06-04 11:18:00"
4399;"PNR14399";146;410;4;392000.0;"CONFIRMED";"2026-06-04 11:19:00"
4400;"PNR14400";307;408;2;112000.0;"CANCELLED";"2026-06-04 11:20:00"
4401;"PNR14401";141;109;2;49000.0;"CANCELLED";"2026-06-04 11:21:00"
4402;"PNR14402";390;71;5;45000.0;"CANCELLED";"2026-06-04 11:22:00"
4403;"PNR14403";420;485;4;120000.0;"CONFIRMED";"2026-06-04 11:23:00"
4404;"PNR14404";227;68;4;36000.0;"CONFIRMED";"2026-06-04 11:24:00"
4405;"PNR14405";487;366;5;22500.0;"PENDING";"2026-06-04 11:25:00"
4406;"PNR14406";164;197;5;210000.0;"CANCELLED";"2026-06-04 11:26:00"
4407;"PNR14407";128;212;1;5200.0;"CONFIRMED";"2026-06-04 11:27:00"
4408;"PNR14408";123;275;4;24400.0;"CONFIRMED";"2026-06-04 11:28:00"
4409;"PNR14409";234;248;2;9000.0;"CONFIRMED";"2026-06-04 11:29:00"
4410;"PNR14410";10;488;6;588000.0;"CONFIRMED";"2026-06-04 11:30:00"
4411;"PNR14411";289;170;4;392000.0;"CONFIRMED";"2026-06-04 11:31:00"
4412;"PNR14412";118;359;5;30500.0;"CONFIRMED";"2026-06-04 11:32:00"
4413;"PNR14413";23;73;4;300000.0;"PENDING";"2026-06-04 11:33:00"
4414;"PNR14414";164;231;3;13500.0;"CONFIRMED";"2026-06-04 11:34:00"
4415;"PNR14415";418;174;3;73500.0;"CANCELLED";"2026-06-04 11:35:00"
4416;"PNR14416";424;176;5;430000.0;"PENDING";"2026-06-04 11:36:00"
4417;"PNR14417";142;499;5;110000.0;"PENDING";"2026-06-04 11:37:00"
4418;"PNR14418";484;117;6;36600.0;"CONFIRMED";"2026-06-04 11:38:00"
4419;"PNR14419";442;425;2;84000.0;"PENDING";"2026-06-04 11:39:00"
4420;"PNR14420";358;446;3;90000.0;"CONFIRMED";"2026-06-04 11:40:00"
4421;"PNR14421";64;467;4;50000.0;"CONFIRMED";"2026-06-04 11:41:00"
4422;"PNR14422";340;101;2;9000.0;"CONFIRMED";"2026-06-04 11:42:00"
4423;"PNR14423";472;332;1;86000.0;"CANCELLED";"2026-06-04 11:43:00"
4424;"PNR14424";458;428;1;30000.0;"CONFIRMED";"2026-06-04 11:44:00"
4425;"PNR14425";334;468;5;62500.0;"CONFIRMED";"2026-06-04 11:45:00"
4426;"PNR14426";66;155;1;24500.0;"CANCELLED";"2026-06-04 11:46:00"
4427;"PNR14427";258;68;2;60000.0;"PENDING";"2026-06-04 11:47:00"
4428;"PNR14428";360;297;1;9000.0;"CONFIRMED";"2026-06-04 11:48:00"
4429;"PNR14429";245;51;6;27000.0;"PENDING";"2026-06-04 11:49:00"
4430;"PNR14430";352;229;4;224000.0;"CONFIRMED";"2026-06-04 11:50:00"
4431;"PNR14431";70;335;1;30000.0;"CONFIRMED";"2026-06-04 11:51:00"
4432;"PNR14432";292;491;6;450000.0;"CONFIRMED";"2026-06-04 11:52:00"
4433;"PNR14433";483;39;3;66000.0;"CANCELLED";"2026-06-04 11:53:00"
4434;"PNR14434";480;194;4;18000.0;"CONFIRMED";"2026-06-04 11:54:00"
4435;"PNR14435";11;192;3;27000.0;"CONFIRMED";"2026-06-04 11:55:00"
4436;"PNR14436";88;198;2;37000.0;"PENDING";"2026-06-04 11:56:00"
4437;"PNR14437";112;176;6;450000.0;"CANCELLED";"2026-06-04 11:57:00"
4438;"PNR14438";138;489;6;450000.0;"CONFIRMED";"2026-06-04 11:58:00"
4439;"PNR14439";52;27;4;24400.0;"PENDING";"2026-06-04 11:59:00"
4440;"PNR14440";280;228;3;225000.0;"CONFIRMED";"2026-06-04 12:00:00"
4441;"PNR14441";119;212;2;9000.0;"CONFIRMED";"2026-06-04 12:01:00"
4442;"PNR14442";365;104;2;196000.0;"CONFIRMED";"2026-06-04 12:02:00"
4443;"PNR14443";296;369;6;252000.0;"CANCELLED";"2026-06-04 12:03:00"
4444;"PNR14444";496;410;3;18300.0;"CONFIRMED";"2026-06-04 12:04:00"
4445;"PNR14445";57;188;3;294000.0;"CANCELLED";"2026-06-04 12:05:00"
4446;"PNR14446";265;368;2;25000.0;"PENDING";"2026-06-04 12:06:00"
4447;"PNR14447";246;361;1;98000.0;"CONFIRMED";"2026-06-04 12:07:00"
4448;"PNR14448";28;321;4;88000.0;"PENDING";"2026-06-04 12:08:00"
4449;"PNR14449";263;160;5;280000.0;"CONFIRMED";"2026-06-04 12:09:00"
4450;"PNR14450";213;132;2;37000.0;"CONFIRMED";"2026-06-04 12:10:00"
4451;"PNR14451";331;407;3;294000.0;"PENDING";"2026-06-04 12:11:00"
4452;"PNR14452";468;221;2;172000.0;"PENDING";"2026-06-04 12:12:00"
4453;"PNR14453";429;122;1;9000.0;"CONFIRMED";"2026-06-04 12:13:00"
4454;"PNR14454";298;411;5;490000.0;"CONFIRMED";"2026-06-04 12:14:00"
4455;"PNR14455";212;350;3;55500.0;"CONFIRMED";"2026-06-04 12:15:00"
4456;"PNR14456";4;315;2;44000.0;"CONFIRMED";"2026-06-04 12:16:00"
4457;"PNR14457";132;235;5;490000.0;"CONFIRMED";"2026-06-04 12:17:00"
4458;"PNR14458";219;91;5;45000.0;"CONFIRMED";"2026-06-04 12:18:00"
4459;"PNR14459";76;201;5;26000.0;"CONFIRMED";"2026-06-04 12:19:00"
4460;"PNR14460";108;106;4;300000.0;"PENDING";"2026-06-04 12:20:00"
4461;"PNR14461";498;411;3;37500.0;"CONFIRMED";"2026-06-04 12:21:00"
4462;"PNR14462";19;17;1;68000.0;"CONFIRMED";"2026-06-04 12:22:00"
4463;"PNR14463";8;324;6;588000.0;"CONFIRMED";"2026-06-04 12:23:00"
4464;"PNR14464";45;157;4;24400.0;"PENDING";"2026-06-04 12:24:00"
4465;"PNR14465";207;217;5;280000.0;"CANCELLED";"2026-06-04 12:25:00"
4466;"PNR14466";175;350;1;9000.0;"CONFIRMED";"2026-06-04 12:26:00"
4467;"PNR14467";465;109;3;18300.0;"CONFIRMED";"2026-06-04 12:27:00"
4468;"PNR14468";117;349;6;180000.0;"CONFIRMED";"2026-06-04 12:28:00"
4469;"PNR14469";88;247;3;258000.0;"CANCELLED";"2026-06-04 12:29:00"
4470;"PNR14470";102;212;1;22000.0;"CANCELLED";"2026-06-04 12:30:00"
4471;"PNR14471";10;371;4;98000.0;"PENDING";"2026-06-04 12:31:00"
4472;"PNR14472";174;103;1;5200.0;"CONFIRMED";"2026-06-04 12:32:00"
4473;"PNR14473";259;441;3;66000.0;"CONFIRMED";"2026-06-04 12:33:00"
4474;"PNR14474";138;214;2;49000.0;"CONFIRMED";"2026-06-04 12:34:00"
4475;"PNR14475";147;64;4;272000.0;"CONFIRMED";"2026-06-04 12:35:00"
4476;"PNR14476";468;377;2;136000.0;"CANCELLED";"2026-06-04 12:36:00"
4477;"PNR14477";116;206;1;22000.0;"CONFIRMED";"2026-06-04 12:37:00"
4478;"PNR14478";158;173;6;31200.0;"CONFIRMED";"2026-06-04 12:38:00"
4479;"PNR14479";224;48;2;196000.0;"CONFIRMED";"2026-06-04 12:39:00"
4480;"PNR14480";51;160;6;75000.0;"CONFIRMED";"2026-06-04 12:40:00"
4481;"PNR14481";179;56;6;54000.0;"CONFIRMED";"2026-06-04 12:41:00"
4482;"PNR14482";30;296;5;110000.0;"CONFIRMED";"2026-06-04 12:42:00"
4483;"PNR14483";318;368;4;18000.0;"PENDING";"2026-06-04 12:43:00"
4484;"PNR14484";342;471;4;224000.0;"CANCELLED";"2026-06-04 12:44:00"
4485;"PNR14485";494;395;3;55500.0;"PENDING";"2026-06-04 12:45:00"
4486;"PNR14486";155;289;1;12500.0;"CANCELLED";"2026-06-04 12:46:00"
4487;"PNR14487";210;426;4;392000.0;"CONFIRMED";"2026-06-04 12:47:00"
4488;"PNR14488";80;53;4;224000.0;"CONFIRMED";"2026-06-04 12:48:00"
4489;"PNR14489";154;440;5;280000.0;"PENDING";"2026-06-04 12:49:00"
4490;"PNR14490";463;393;5;340000.0;"CONFIRMED";"2026-06-04 12:50:00"
4491;"PNR14491";496;87;2;44000.0;"PENDING";"2026-06-04 12:51:00"
4492;"PNR14492";477;336;2;49000.0;"CANCELLED";"2026-06-04 12:52:00"
4493;"PNR14493";370;248;5;210000.0;"CONFIRMED";"2026-06-04 12:53:00"
4494;"PNR14494";164;264;3;15600.0;"CONFIRMED";"2026-06-04 12:54:00"
4495;"PNR14495";236;171;5;375000.0;"CONFIRMED";"2026-06-04 12:55:00"
4496;"PNR14496";490;130;3;168000.0;"CONFIRMED";"2026-06-04 12:56:00"
4497;"PNR14497";190;362;2;172000.0;"CONFIRMED";"2026-06-04 12:57:00"
4498;"PNR14498";157;386;3;27000.0;"CANCELLED";"2026-06-04 12:58:00"
4499;"PNR14499";259;30;4;18000.0;"PENDING";"2026-06-04 12:59:00"
4500;"PNR14500";147;173;4;224000.0;"CONFIRMED";"2026-06-04 13:00:00"
4501;"PNR14501";410;236;5;430000.0;"CONFIRMED";"2026-06-04 13:01:00"
4502;"PNR14502";208;432;5;490000.0;"CONFIRMED";"2026-06-04 13:02:00"
4503;"PNR14503";176;200;6;180000.0;"CONFIRMED";"2026-06-04 13:03:00"
4504;"PNR14504";470;176;1;18500.0;"CONFIRMED";"2026-06-04 13:04:00"
4505;"PNR14505";212;244;6;336000.0;"PENDING";"2026-06-04 13:05:00"
4506;"PNR14506";328;25;1;4500.0;"CONFIRMED";"2026-06-04 13:06:00"
4507;"PNR14507";273;432;4;50000.0;"CONFIRMED";"2026-06-04 13:07:00"
4508;"PNR14508";442;160;1;12500.0;"CONFIRMED";"2026-06-04 13:08:00"
4509;"PNR14509";111;408;1;68000.0;"CONFIRMED";"2026-06-04 13:09:00"
4510;"PNR14510";171;448;4;50000.0;"PENDING";"2026-06-04 13:10:00"
4511;"PNR14511";196;75;3;27000.0;"CONFIRMED";"2026-06-04 13:11:00"
4512;"PNR14512";365;435;2;18000.0;"CANCELLED";"2026-06-04 13:12:00"
4513;"PNR14513";9;18;2;60000.0;"CANCELLED";"2026-06-04 13:13:00"
4514;"PNR14514";82;55;3;294000.0;"CONFIRMED";"2026-06-04 13:14:00"
4515;"PNR14515";17;372;2;44000.0;"CONFIRMED";"2026-06-04 13:15:00"
4516;"PNR14516";385;276;2;9000.0;"PENDING";"2026-06-04 13:16:00"
4517;"PNR14517";382;111;2;25000.0;"CONFIRMED";"2026-06-04 13:17:00"
4518;"PNR14518";491;130;1;42000.0;"CONFIRMED";"2026-06-04 13:18:00"
4519;"PNR14519";86;440;1;12500.0;"CANCELLED";"2026-06-04 13:19:00"
4520;"PNR14520";297;338;5;122500.0;"CONFIRMED";"2026-06-04 13:20:00"
4521;"PNR14521";130;439;3;15600.0;"CONFIRMED";"2026-06-04 13:21:00"
4522;"PNR14522";44;330;3;37500.0;"CONFIRMED";"2026-06-04 13:22:00"
4523;"PNR14523";496;395;4;74000.0;"CANCELLED";"2026-06-04 13:23:00"
4524;"PNR14524";184;443;1;86000.0;"CONFIRMED";"2026-06-04 13:24:00"
4525;"PNR14525";106;313;1;24500.0;"CONFIRMED";"2026-06-04 13:25:00"
4526;"PNR14526";127;438;3;126000.0;"CONFIRMED";"2026-06-04 13:26:00"
4527;"PNR14527";81;427;2;136000.0;"CANCELLED";"2026-06-04 13:27:00"
4528;"PNR14528";478;375;5;26000.0;"CONFIRMED";"2026-06-04 13:28:00"
4529;"PNR14529";405;299;5;92500.0;"CONFIRMED";"2026-06-04 13:29:00"
4530;"PNR14530";396;330;3;27000.0;"CONFIRMED";"2026-06-04 13:30:00"
4531;"PNR14531";322;275;3;37500.0;"CONFIRMED";"2026-06-04 13:31:00"
4532;"PNR14532";281;463;5;150000.0;"CONFIRMED";"2026-06-04 13:32:00"
4533;"PNR14533";273;423;6;54000.0;"CONFIRMED";"2026-06-04 13:33:00"
4534;"PNR14534";466;20;4;50000.0;"CONFIRMED";"2026-06-04 13:34:00"
4535;"PNR14535";143;363;2;37000.0;"CANCELLED";"2026-06-04 13:35:00"
4536;"PNR14536";61;331;6;516000.0;"CONFIRMED";"2026-06-04 13:36:00"
4537;"PNR14537";182;277;5;210000.0;"CONFIRMED";"2026-06-04 13:37:00"
